,solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15,solution_16,solution_17,solution_18,solution_19,solution_20,solution_21,solution_22,solution_23,solution_24,objective,measures_0,measures_1,threshold,index
0,0.09779381882399321,-0.2887286603450775,0.6319152429699899,0.38546348363161087,0.3622284695506095,0.751942902803421,0.11714428365230556,0.7530499652028084,0.7189954578876496,0.18905474543571477,-0.5837429001927377,-0.14346354454755783,0.4200639218091966,0.5022114887833595,-0.020921547710895494,0.2344838470220565,0.13980211317539215,-0.7607243567705155,-0.027442462742328644,-0.16428343802690504,0.21377497911453247,0.3354526413604617,0.3154172720387578,0.5304273851215839,-1.0372988702729344,-14.399993742619458,0.1849007197971119,-1.0,-14.399993742619458,84
1,0.06474476307630539,0.057741975784301736,0.3144719094038009,0.11770180463790891,0.023471555113792397,0.32296735793352127,-0.3320958688855171,-0.07732266634702678,-0.5863366633653642,-0.7953592836856842,0.6459697246551515,-0.3167123749852181,-0.007949964702129386,0.09756122380495069,-0.20126650035381322,0.17017825245857243,0.2163688495755196,-0.4395599186420441,0.5465168043971063,0.7170875981450082,-0.4706087574362755,1.1701363557949662,-1.4742759866639972,0.30118846613913774,-1.3892886713147163,-13.072616553885439,0.21162542767786888,2.2291262142344817,-13.072616553885439,114
2,0.10571538973599673,0.5661512181162835,-0.713477598130703,-0.3172774389386177,0.43243425786495204,0.10757203251123426,-0.5883171260356903,0.12537363171577454,0.2091857358813285,0.5100447326898576,-0.2939139351248742,-0.7845790386199951,-0.530607596039772,-0.08771782815456386,-0.7924652755260468,-0.12673573940992355,0.7093054234981537,0.3633156254887582,-0.6502119213342668,0.5925590157508851,-0.6602041557431222,1.1089034210890532,-0.67191182076931,-0.13589423708617687,0.40168727841228247,-14.12901151415203,0.3752205089476185,9.960912841620143,-14.12901151415203,205
3,0.19439383707940577,0.3685496106743813,-0.17194528877735138,-0.6461186960339547,-0.6646224573254585,-0.4924923419952393,-0.1540444105863571,-0.38994757235050204,-0.6257704198360443,-0.18563010543584824,0.4379908084869386,0.7941142365336418,-0.3516690656542778,-0.6590471535921097,0.12195942848920827,-0.7982128217816353,-0.11394467502832417,0.4542693749070168,0.6378136724233627,0.18452460765838619,-0.15526996850967412,-0.6693032076582313,-0.8219047179445624,-0.934864042326808,0.766600688919425,-14.052988294538256,0.41756313919360816,-1.0,-14.052988294538256,224
4,0.15125978440046312,0.48348131924867643,0.29489796906709675,-0.09306071102619173,0.262223693728447,-0.3935719206929207,-0.6051054060459138,0.36248310059308997,0.07830707877874377,-0.41212976425886155,-0.6179913461208344,0.6955258756875993,0.0016182810068130493,0.19147570580244067,-0.6016087576746941,0.6477817893028259,0.6170199990272522,-0.138898691534996,-0.45426503717899325,0.42240501195192337,-0.23548028916120534,0.6814375827088952,-1.1591983968392015,0.7892950158566236,0.1995076797902584,-14.300885286490562,0.47669382294021534,7.648363363335364,-14.300885286490562,259
5,0.05342753548175097,-0.5601315259933473,-0.5107143193483352,0.5261310815811158,-0.7646150499582292,0.05301171392202375,0.6674450278282167,-0.7994113326072694,-0.1723379626870155,0.415529227256775,0.7598371133208275,-0.041847461462020896,-0.7700139030814172,-0.24714042544364934,0.7037691190838815,-0.38495151251554494,-0.6428776070475579,0.24455117732286458,0.2673431560397148,-0.427211943268776,0.1956702664494514,-0.3703792439773679,0.728198672644794,-0.3969440460205078,-0.10440617334097624,-13.972033145150274,0.5423239063340469,-1.0,-13.972033145150274,280
6,0.2354422716423869,0.6585780650377273,0.5748580113053323,0.446673047542572,-0.27907822877168653,-0.6771214306354523,-0.7228138968348503,0.2387740716338158,0.15448994785547254,0.3213360413908959,-0.08926467746496203,0.30103089809417716,-0.6868244081735612,0.6556249395012856,0.48427637368440624,0.7049641400575639,-0.4115353733301163,-0.3303688168525696,-0.559109802544117,0.31218252927064905,-0.3639175146818161,-0.05161275900900364,-0.031993310898542404,1.1007047267630696,-0.2534699169918895,-15.00978095979865,0.5476659803628576,1.4902049448262225,-15.00978095979865,281
7,0.16806789059191943,-0.18731738775968554,-0.4799097463488579,-0.45059823095798496,-0.502427127957344,-0.03240572065114977,0.3951469406485557,0.46424708068370824,0.4673303812742233,0.7800091281533241,-0.7759989693760873,0.5708533242344858,0.7637738674879075,-0.34189729392528534,0.3056739002466202,-0.4064507588744164,-0.24362947940826418,0.7456487104296685,-0.3318731337785721,-0.7341007262468339,0.7105408445000649,-0.8250362696126103,0.38702229503542185,-1.4439113745465875,1.3053587386384606,-14.269746434408663,0.6181012064726619,-1.0,-14.269746434408663,336
8,0.20209728777408603,-0.4894550710916519,0.079341533780098,0.650347812473774,-0.141078045964241,-0.24818860739469528,0.5264383554458618,-0.5130829110741615,-0.3401791408658028,-0.5130776062607765,0.32784953415393825,0.12780651748180394,0.2973667100071906,0.34455370455980305,0.6879127204418183,0.4903718709945679,-0.7318421944975854,-0.07014034688472748,0.06485559195280077,-0.5562526538968087,0.5203633233904839,-1.4427524730563164,1.1908518634736538,1.2318223603069782,-0.69911821000278,-14.110712745477567,2.9557605592180844,2.224518261956543,-14.110712745477567,534
9,0.0931617196649313,0.7422882080078128,-0.7633941650390628,-0.41784197837114345,0.4987242519855502,-0.1724065721035004,-0.7952423095703126,0.17518875896930694,-0.11438106298446664,0.15276816934347173,-0.5004879713058475,-0.3381592154502869,-0.5276584520936017,-0.08301843851804734,-0.8,0.32532669007778175,0.8,0.4621483862400054,-0.7352996826171876,0.7437225341796875,-0.7358734130859375,1.5,-1.1600640742108226,1.24453713465482,0.7174238981679082,-14.290718454242253,0.3840053088715505,4.6738798974815525,-14.290718454242253,200
